fecha,tipo_recurso,plazo,afore,monto
2020-09-01,sb 1000 promedio ponderado,12 meses,invercap,11.0145
2020-10-01,sb 1000 promedio ponderado,12 meses,invercap,8.9768
2020-11-01,sb 1000 promedio ponderado,12 meses,invercap,11.9332
2020-12-01,sb 1000 promedio ponderado,12 meses,invercap,14.1578
2021-01-01,sb 1000 promedio ponderado,12 meses,invercap,15.4359
2021-02-01,sb 1000 promedio ponderado,12 meses,invercap,16.2754
2021-03-01,sb 1000 promedio ponderado,12 meses,invercap,19.3402
2021-04-01,sb 1000 promedio ponderado,12 meses,invercap,16.465
2021-05-01,sb 1000 promedio ponderado,12 meses,invercap,14.6397
2021-06-01,sb 1000 promedio ponderado,12 meses,invercap,12.149
2021-07-01,sb 1000 promedio ponderado,12 meses,invercap,11.6711
2021-08-01,sb 1000 promedio ponderado,12 meses,invercap,11.218
2021-09-01,sb 1000 promedio ponderado,12 meses,invercap,10.2975
2021-10-01,sb 1000 promedio ponderado,12 meses,invercap,13.7857
2021-11-01,sb 1000 promedio ponderado,12 meses,invercap,10.7388
2021-12-01,sb 1000 promedio ponderado,12 meses,invercap,9.3519
2022-01-01,sb 1000 promedio ponderado,12 meses,invercap,3.0006
2022-02-01,sb 1000 promedio ponderado,12 meses,invercap,3.6431
2022-03-01,sb 1000 promedio ponderado,12 meses,invercap,5.6419
2022-04-01,sb 1000 promedio ponderado,12 meses,invercap,0.2194
2022-05-01,sb 1000 promedio ponderado,12 meses,invercap,-0.5815
2022-06-01,sb 1000 promedio ponderado,12 meses,invercap,-4.3501
2022-07-01,sb 1000 promedio ponderado,12 meses,invercap,-2.7053
2022-08-01,sb 1000 promedio ponderado,12 meses,invercap,-5.5283
2022-09-01,sb 1000 promedio ponderado,12 meses,invercap,-8.4842
2022-10-01,sb 1000 promedio ponderado,12 meses,invercap,-8.5628
2022-11-01,sb 1000 promedio ponderado,12 meses,invercap,-6.7791
2022-12-01,sb 1000 promedio ponderado,12 meses,invercap,-6.5371
2023-01-01,sb 1000 promedio ponderado,12 meses,invercap,0.3804
2023-02-01,sb 1000 promedio ponderado,12 meses,invercap,-1.7782
2023-03-01,sb 1000 promedio ponderado,12 meses,invercap,-0.3795
2023-04-01,sb 1000 promedio ponderado,12 meses,invercap,2.7023
2023-05-01,sb 1000 promedio ponderado,12 meses,invercap,2.8933
2023-06-01,sb 1000 promedio ponderado,12 meses,invercap,8.1762
2023-07-01,sb 1000 promedio ponderado,12 meses,invercap,6.376
2023-08-01,sb 1000 promedio ponderado,12 meses,invercap,6.2384
2023-09-01,sb 1000 promedio ponderado,12 meses,invercap,9.3071
2023-10-01,sb 1000 promedio ponderado,12 meses,invercap,5.5727
2023-11-01,sb 1000 promedio ponderado,12 meses,invercap,8.1616
2023-12-01,sb 1000 promedio ponderado,12 meses,invercap,10.0891
2024-01-01,sb 1000 promedio ponderado,12 meses,invercap,6.3259
2024-02-01,sb 1000 promedio ponderado,12 meses,invercap,9.6615
2024-03-01,sb 1000 promedio ponderado,12 meses,invercap,7.5335
2024-04-01,sb 1000 promedio ponderado,12 meses,invercap,6.1938
2024-05-01,sb 1000 promedio ponderado,12 meses,invercap,7.752
2024-06-01,sb 1000 promedio ponderado,12 meses,invercap,7.7676
2024-07-01,sb 1000 promedio ponderado,12 meses,invercap,7.8423
2024-08-01,sb 1000 promedio ponderado,12 meses,invercap,13.3626
2024-09-01,sb 1000 promedio ponderado,12 meses,invercap,18.3663
2024-10-01,sb 1000 promedio ponderado,12 meses,invercap,19.0609
2024-11-01,sb 1000 promedio ponderado,12 meses,invercap,14.1105
2024-12-01,sb 1000 promedio ponderado,12 meses,invercap,9.6549
2025-01-01,sb 1000 promedio ponderado,12 meses,invercap,12.3121
2025-02-01,sb 1000 promedio ponderado,12 meses,invercap,12.7067
2025-03-01,sb 1000 promedio ponderado,12 meses,invercap,12.3549
2025-04-01,sb 1000 promedio ponderado,12 meses,invercap,13.3635
2025-05-01,sb 1000 promedio ponderado,12 meses,invercap,14.4849
2025-06-01,sb 1000 promedio ponderado,12 meses,invercap,14.2872
2025-07-01,sb 1000 promedio ponderado,12 meses,invercap,14.0908
2025-08-01,sb 1000 promedio ponderado,12 meses,invercap,13.2103
2025-09-01,sb 1000 promedio ponderado,12 meses,invercap,13.2812
2025-10-01,sb 1000 promedio ponderado,12 meses,invercap,16.3787
2025-11-01,sb 1000 promedio ponderado,12 meses,invercap,15.2142
2025-12-01,sb 1000 promedio ponderado,12 meses,invercap,16.674
2019-12-01,sb 1000 promedio ponderado,12 meses,pensionissste,15.9707
2020-01-01,sb 1000 promedio ponderado,12 meses,pensionissste,15.5604
2020-02-01,sb 1000 promedio ponderado,12 meses,pensionissste,13.1761
2020-03-01,sb 1000 promedio ponderado,12 meses,pensionissste,8.9647
2020-04-01,sb 1000 promedio ponderado,12 meses,pensionissste,11.681
2020-05-01,sb 1000 promedio ponderado,12 meses,pensionissste,12.6622
2020-06-01,sb 1000 promedio ponderado,12 meses,pensionissste,12.4948
2020-07-01,sb 1000 promedio ponderado,12 meses,pensionissste,13.5463
2020-08-01,sb 1000 promedio ponderado,12 meses,pensionissste,12.1046
2020-09-01,sb 1000 promedio ponderado,12 meses,pensionissste,10.4942
2020-10-01,sb 1000 promedio ponderado,12 meses,pensionissste,8.4306
2020-11-01,sb 1000 promedio ponderado,12 meses,pensionissste,9.7624
2020-12-01,sb 1000 promedio ponderado,12 meses,pensionissste,10.7441
2021-01-01,sb 1000 promedio ponderado,12 meses,pensionissste,10.2549
2021-02-01,sb 1000 promedio ponderado,12 meses,pensionissste,10.901
2021-03-01,sb 1000 promedio ponderado,12 meses,pensionissste,12.48
2021-04-01,sb 1000 promedio ponderado,12 meses,pensionissste,9.856
2021-05-01,sb 1000 promedio ponderado,12 meses,pensionissste,9.5633
2021-06-01,sb 1000 promedio ponderado,12 meses,pensionissste,7.1519
2021-07-01,sb 1000 promedio ponderado,12 meses,pensionissste,7.2696
2021-08-01,sb 1000 promedio ponderado,12 meses,pensionissste,7.366
2021-09-01,sb 1000 promedio ponderado,12 meses,pensionissste,6.5545
2021-10-01,sb 1000 promedio ponderado,12 meses,pensionissste,8.7299
2021-11-01,sb 1000 promedio ponderado,12 meses,pensionissste,7.3241
2021-12-01,sb 1000 promedio ponderado,12 meses,pensionissste,7.6568
2022-01-01,sb 1000 promedio ponderado,12 meses,pensionissste,4.713
2022-02-01,sb 1000 promedio ponderado,12 meses,pensionissste,4.182
2022-03-01,sb 1000 promedio ponderado,12 meses,pensionissste,5.7465
2022-04-01,sb 1000 promedio ponderado,12 meses,pensionissste,2.6265
2022-05-01,sb 1000 promedio ponderado,12 meses,pensionissste,1.7168
2022-06-01,sb 1000 promedio ponderado,12 meses,pensionissste,0.1937
2022-07-01,sb 1000 promedio ponderado,12 meses,pensionissste,1.332
2022-08-01,sb 1000 promedio ponderado,12 meses,pensionissste,-1.2211
2022-09-01,sb 1000 promedio ponderado,12 meses,pensionissste,-3.3654
2022-10-01,sb 1000 promedio ponderado,12 meses,pensionissste,-2.6493
2022-11-01,sb 1000 promedio ponderado,12 meses,pensionissste,-1.5377
2022-12-01,sb 1000 promedio ponderado,12 meses,pensionissste,-2.0153
2023-01-01,sb 1000 promedio ponderado,12 meses,pensionissste,3.0254
2023-02-01,sb 1000 promedio ponderado,12 meses,pensionissste,1.997
2023-03-01,sb 1000 promedio ponderado,12 meses,pensionissste,2.255
2023-04-01,sb 1000 promedio ponderado,12 meses,pensionissste,4.518
2023-05-01,sb 1000 promedio ponderado,12 meses,pensionissste,4.4712
2023-06-01,sb 1000 promedio ponderado,12 meses,pensionissste,7.3217
2023-07-01,sb 1000 promedio ponderado,12 meses,pensionissste,5.8927
2023-08-01,sb 1000 promedio ponderado,12 meses,pensionissste,6.5638
2023-09-01,sb 1000 promedio ponderado,12 meses,pensionissste,8.9678
2023-10-01,sb 1000 promedio ponderado,12 meses,pensionissste,6.8001
2023-11-01,sb 1000 promedio ponderado,12 meses,pensionissste,7.9711
2023-12-01,sb 1000 promedio ponderado,12 meses,pensionissste,9.0386
2024-01-01,sb 1000 promedio ponderado,12 meses,pensionissste,5.9524
2024-02-01,sb 1000 promedio ponderado,12 meses,pensionissste,7.8458
2024-03-01,sb 1000 promedio ponderado,12 meses,pensionissste,6.7317
2024-04-01,sb 1000 promedio ponderado,12 meses,pensionissste,5.7469
2024-05-01,sb 1000 promedio ponderado,12 meses,pensionissste,6.6454
2024-06-01,sb 1000 promedio ponderado,12 meses,pensionissste,5.9589
2024-07-01,sb 1000 promedio ponderado,12 meses,pensionissste,6.3377
2024-08-01,sb 1000 promedio ponderado,12 meses,pensionissste,10.3344
2024-09-01,sb 1000 promedio ponderado,12 meses,pensionissste,13.4553
2024-10-01,sb 1000 promedio ponderado,12 meses,pensionissste,12.6363
2024-11-01,sb 1000 promedio ponderado,12 meses,pensionissste,9.803
2024-12-01,sb 1000 promedio ponderado,12 meses,pensionissste,6.7224
2025-01-01,sb 1000 promedio ponderado,12 meses,pensionissste,9.1785
2025-02-01,sb 1000 promedio ponderado,12 meses,pensionissste,10.8379
2025-03-01,sb 1000 promedio ponderado,12 meses,pensionissste,11.0679
2025-04-01,sb 1000 promedio ponderado,12 meses,pensionissste,12.0931
2025-05-01,sb 1000 promedio ponderado,12 meses,pensionissste,13.4539
2025-06-01,sb 1000 promedio ponderado,12 meses,pensionissste,13.6713
2025-07-01,sb 1000 promedio ponderado,12 meses,pensionissste,13.3319
2025-08-01,sb 1000 promedio ponderado,12 meses,pensionissste,11.9356
2025-09-01,sb 1000 promedio ponderado,12 meses,pensionissste,12.3631
2025-10-01,sb 1000 promedio ponderado,12 meses,pensionissste,14.7484
2025-11-01,sb 1000 promedio ponderado,12 meses,pensionissste,14.4323
2025-12-01,sb 1000 promedio ponderado,12 meses,pensionissste,15.5131
2019-12-01,sb 1000 promedio ponderado,12 meses,principal,14.0037
2020-01-01,sb 1000 promedio ponderado,12 meses,principal,14.0761
2020-02-01,sb 1000 promedio ponderado,12 meses,principal,10.3978
2020-03-01,sb 1000 promedio ponderado,12 meses,principal,4.8751
2020-04-01,sb 1000 promedio ponderado,12 meses,principal,8.8759
2020-05-01,sb 1000 promedio ponderado,12 meses,principal,11.2728
2020-06-01,sb 1000 promedio ponderado,12 meses,principal,10.8904
2020-07-01,sb 1000 promedio ponderado,12 meses,principal,12.9795
2020-08-01,sb 1000 promedio ponderado,12 meses,principal,12.6202
2020-09-01,sb 1000 promedio ponderado,12 meses,principal,10.4821
2020-10-01,sb 1000 promedio ponderado,12 meses,principal,7.6687
2020-11-01,sb 1000 promedio ponderado,12 meses,principal,11.7865
2020-12-01,sb 1000 promedio ponderado,12 meses,principal,14.6254
2021-01-01,sb 1000 promedio ponderado,12 meses,principal,15.6883
2021-02-01,sb 1000 promedio ponderado,12 meses,principal,16.8442
2021-03-01,sb 1000 promedio ponderado,12 meses,principal,20.1631
2021-04-01,sb 1000 promedio ponderado,12 meses,principal,16.589
2021-05-01,sb 1000 promedio ponderado,12 meses,principal,15.2789
2021-06-01,sb 1000 promedio ponderado,12 meses,principal,13.5125
2021-07-01,sb 1000 promedio ponderado,12 meses,principal,12.8205
2021-08-01,sb 1000 promedio ponderado,12 meses,principal,12.3226
2021-09-01,sb 1000 promedio ponderado,12 meses,principal,11.0049
2021-10-01,sb 1000 promedio ponderado,12 meses,principal,15.5495
2021-11-01,sb 1000 promedio ponderado,12 meses,principal,11.901
2021-12-01,sb 1000 promedio ponderado,12 meses,principal,10.2492
2022-01-01,sb 1000 promedio ponderado,12 meses,principal,3.5375
2022-02-01,sb 1000 promedio ponderado,12 meses,principal,3.6381
2022-03-01,sb 1000 promedio ponderado,12 meses,principal,5.6758
2022-04-01,sb 1000 promedio ponderado,12 meses,principal,-0.0453
2022-05-01,sb 1000 promedio ponderado,12 meses,principal,-1.4804
2022-06-01,sb 1000 promedio ponderado,12 meses,principal,-5.7921
2022-07-01,sb 1000 promedio ponderado,12 meses,principal,-4.2092
2022-08-01,sb 1000 promedio ponderado,12 meses,principal,-7.2326
2022-09-01,sb 1000 promedio ponderado,12 meses,principal,-9.7882
2022-10-01,sb 1000 promedio ponderado,12 meses,principal,-9.9886
2022-11-01,sb 1000 promedio ponderado,12 meses,principal,-8.3443
2022-12-01,sb 1000 promedio ponderado,12 meses,principal,-8.8594
2023-01-01,sb 1000 promedio ponderado,12 meses,principal,-1.5412
2023-02-01,sb 1000 promedio ponderado,12 meses,principal,-3.8115
2023-03-01,sb 1000 promedio ponderado,12 meses,principal,-3.0836
2023-04-01,sb 1000 promedio ponderado,12 meses,principal,1.0384
2023-05-01,sb 1000 promedio ponderado,12 meses,principal,1.5101
2023-06-01,sb 1000 promedio ponderado,12 meses,principal,7.3315
2023-07-01,sb 1000 promedio ponderado,12 meses,principal,5.2974
2023-08-01,sb 1000 promedio ponderado,12 meses,principal,4.5258
2023-09-01,sb 1000 promedio ponderado,12 meses,principal,6.8339
2023-10-01,sb 1000 promedio ponderado,12 meses,principal,2.9886
2023-11-01,sb 1000 promedio ponderado,12 meses,principal,6.0694
2023-12-01,sb 1000 promedio ponderado,12 meses,principal,8.9808
2024-01-01,sb 1000 promedio ponderado,12 meses,principal,5.1379
2024-02-01,sb 1000 promedio ponderado,12 meses,principal,9.0161
2024-03-01,sb 1000 promedio ponderado,12 meses,principal,7.2649
2024-04-01,sb 1000 promedio ponderado,12 meses,principal,5.0531
2024-05-01,sb 1000 promedio ponderado,12 meses,principal,6.7285
2024-06-01,sb 1000 promedio ponderado,12 meses,principal,6.77
2024-07-01,sb 1000 promedio ponderado,12 meses,principal,6.5802
2024-08-01,sb 1000 promedio ponderado,12 meses,principal,13.2833
2024-09-01,sb 1000 promedio ponderado,12 meses,principal,18.7453
2024-10-01,sb 1000 promedio ponderado,12 meses,principal,19.8181
2024-11-01,sb 1000 promedio ponderado,12 meses,principal,13.8968
2024-12-01,sb 1000 promedio ponderado,12 meses,principal,8.5432
2025-01-01,sb 1000 promedio ponderado,12 meses,principal,11.554
2025-02-01,sb 1000 promedio ponderado,12 meses,principal,11.8606
2025-03-01,sb 1000 promedio ponderado,12 meses,principal,11.6634
2025-04-01,sb 1000 promedio ponderado,12 meses,principal,12.7774
2025-05-01,sb 1000 promedio ponderado,12 meses,principal,13.4064
2025-06-01,sb 1000 promedio ponderado,12 meses,principal,12.8873
2025-07-01,sb 1000 promedio ponderado,12 meses,principal,13.2777
2025-08-01,sb 1000 promedio ponderado,12 meses,principal,12.025
2025-09-01,sb 1000 promedio ponderado,12 meses,principal,12.8926
2025-10-01,sb 1000 promedio ponderado,12 meses,principal,15.9511
2025-11-01,sb 1000 promedio ponderado,12 meses,principal,15.4106
2025-12-01,sb 1000 promedio ponderado,12 meses,principal,17.1823
2019-12-01,sb 1000 promedio ponderado,12 meses,profuturo,14.7068
2020-01-01,sb 1000 promedio ponderado,12 meses,profuturo,14.4262
2020-02-01,sb 1000 promedio ponderado,12 meses,profuturo,10.8171
2020-03-01,sb 1000 promedio ponderado,12 meses,profuturo,5.684
2020-04-01,sb 1000 promedio ponderado,12 meses,profuturo,8.2056
2020-05-01,sb 1000 promedio ponderado,12 meses,profuturo,11.8339
2020-06-01,sb 1000 promedio ponderado,12 meses,profuturo,11.6188
2020-07-01,sb 1000 promedio ponderado,12 meses,profuturo,12.5258
2020-08-01,sb 1000 promedio ponderado,12 meses,profuturo,13.605
2020-09-01,sb 1000 promedio ponderado,12 meses,profuturo,12.0387
2020-10-01,sb 1000 promedio ponderado,12 meses,profuturo,9.1264
2020-11-01,sb 1000 promedio ponderado,12 meses,profuturo,11.5807
2020-12-01,sb 1000 promedio ponderado,12 meses,profuturo,13.7402
2021-01-01,sb 1000 promedio ponderado,12 meses,profuturo,15.2757
2021-02-01,sb 1000 promedio ponderado,12 meses,profuturo,16.012
2021-03-01,sb 1000 promedio ponderado,12 meses,profuturo,18.5534
2021-04-01,sb 1000 promedio ponderado,12 meses,profuturo,15.6017
2021-05-01,sb 1000 promedio ponderado,12 meses,profuturo,13.2867
2021-06-01,sb 1000 promedio ponderado,12 meses,profuturo,11.2039
2021-07-01,sb 1000 promedio ponderado,12 meses,profuturo,11.2227
2021-08-01,sb 1000 promedio ponderado,12 meses,profuturo,10.5688
2021-09-01,sb 1000 promedio ponderado,12 meses,profuturo,9.4435
2021-10-01,sb 1000 promedio ponderado,12 meses,profuturo,13.4683
2021-11-01,sb 1000 promedio ponderado,12 meses,profuturo,11.0901
2021-12-01,sb 1000 promedio ponderado,12 meses,profuturo,9.9094
2022-01-01,sb 1000 promedio ponderado,12 meses,profuturo,3.5916
2022-02-01,sb 1000 promedio ponderado,12 meses,profuturo,3.8909
2022-03-01,sb 1000 promedio ponderado,12 meses,profuturo,6.839
2022-04-01,sb 1000 promedio ponderado,12 meses,profuturo,2.1119
2022-05-01,sb 1000 promedio ponderado,12 meses,profuturo,0.2901
2022-06-01,sb 1000 promedio ponderado,12 meses,profuturo,-3.6217
2022-07-01,sb 1000 promedio ponderado,12 meses,profuturo,-1.7825
2022-08-01,sb 1000 promedio ponderado,12 meses,profuturo,-4.9532
2022-09-01,sb 1000 promedio ponderado,12 meses,profuturo,-7.8476
2022-10-01,sb 1000 promedio ponderado,12 meses,profuturo,-7.5041
2022-11-01,sb 1000 promedio ponderado,12 meses,profuturo,-6.5509
2022-12-01,sb 1000 promedio ponderado,12 meses,profuturo,-6.9573
2023-01-01,sb 1000 promedio ponderado,12 meses,profuturo,-1.0373
2023-02-01,sb 1000 promedio ponderado,12 meses,profuturo,-2.7526
2023-03-01,sb 1000 promedio ponderado,12 meses,profuturo,-2.6001
2023-04-01,sb 1000 promedio ponderado,12 meses,profuturo,0.9183
2023-05-01,sb 1000 promedio ponderado,12 meses,profuturo,1.5994
2023-06-01,sb 1000 promedio ponderado,12 meses,profuturo,6.4403
2023-07-01,sb 1000 promedio ponderado,12 meses,profuturo,4.6502
2023-08-01,sb 1000 promedio ponderado,12 meses,profuturo,4.5651
2023-09-01,sb 1000 promedio ponderado,12 meses,profuturo,7.6752
2023-10-01,sb 1000 promedio ponderado,12 meses,profuturo,3.5005
2023-11-01,sb 1000 promedio ponderado,12 meses,profuturo,7.1516
2023-12-01,sb 1000 promedio ponderado,12 meses,profuturo,10.2958
2024-01-01,sb 1000 promedio ponderado,12 meses,profuturo,8.1723
2024-02-01,sb 1000 promedio ponderado,12 meses,profuturo,11.0325
2024-03-01,sb 1000 promedio ponderado,12 meses,profuturo,9.473
2024-04-01,sb 1000 promedio ponderado,12 meses,profuturo,7.3836
2024-05-01,sb 1000 promedio ponderado,12 meses,profuturo,9.0436
2024-06-01,sb 1000 promedio ponderado,12 meses,profuturo,10.9103
2024-07-01,sb 1000 promedio ponderado,12 meses,profuturo,10.8372
2024-08-01,sb 1000 promedio ponderado,12 meses,profuturo,17.2426
2024-09-01,sb 1000 promedio ponderado,12 meses,profuturo,22.1039
2024-10-01,sb 1000 promedio ponderado,12 meses,profuturo,23.2085
2024-11-01,sb 1000 promedio ponderado,12 meses,profuturo,17.7406
2024-12-01,sb 1000 promedio ponderado,12 meses,profuturo,12.2323
2025-01-01,sb 1000 promedio ponderado,12 meses,profuturo,14.3883
2025-02-01,sb 1000 promedio ponderado,12 meses,profuturo,14.7572
2025-03-01,sb 1000 promedio ponderado,12 meses,profuturo,14.091
2025-04-01,sb 1000 promedio ponderado,12 meses,profuturo,15.142
2025-05-01,sb 1000 promedio ponderado,12 meses,profuturo,16.9237
2025-06-01,sb 1000 promedio ponderado,12 meses,profuturo,15.4343
2025-07-01,sb 1000 promedio ponderado,12 meses,profuturo,15.2531
2025-08-01,sb 1000 promedio ponderado,12 meses,profuturo,12.8355
2025-09-01,sb 1000 promedio ponderado,12 meses,profuturo,12.8959
2025-10-01,sb 1000 promedio ponderado,12 meses,profuturo,16.2794
2025-11-01,sb 1000 promedio ponderado,12 meses,profuturo,15.1227
2025-12-01,sb 1000 promedio ponderado,12 meses,profuturo,16.9438
2019-12-01,sb 1000 promedio ponderado,12 meses,sura,15.8293
2020-01-01,sb 1000 promedio ponderado,12 meses,sura,14.2561
